customer_cif,device_id,ip_address,geo_city,geo_country,gps_lat,gps_lon,browser_app_info,vpn_flag,emulator_flag
142955110710,24a9f355c793620248ba756dfa232e66,49.170.140.26,Siliguri,IN,20.422213,76.183545,Chrome/124.0,N,N
297413627153,402c120053a57686652ec3fcf7f43331,122.226.203.59,Vadodara,IN,21.853175,74.206532,v9.1.0,N,N
297413627153,8aca36742fe88687bb2a3abd8f3e7e08,103.115.119.36,Vadodara,IN,21.84202,74.206203,Safari/17.4,N,N
491718912167,cbefc6a51ff20687ecd27c46bd0bc5b9,157.96.87.183,Jalandhar,IN,23.615622,74.83236,Edge/124.0,N,N
491718912167,2ed7ebc76c06e3a46c764dd126237479,203.97.65.136,Jalandhar,IN,23.614908,74.833411,Firefox/125.0,N,N
321487220668,d13a604db74accebb61903420af5129e,103.127.240.58,Vadodara,IN,16.737921,77.824558,v9.1.0,N,N
321487220668,e100e22f9071067bec0709fca150c8cd,182.82.29.181,Vadodara,IN,16.736234,77.822547,v8.2.0,N,N
785825098630,76a20607e7d75d1bb17fd881a70a93fa,59.13.215.181,New Delhi,IN,28.619828,77.212738,v7.5.3,N,N
785825098630,c6d8fc80364995362ca266b80cab4a80,103.94.68.33,New Delhi,IN,28.612465,77.224716,v8.2.0,N,N
112294005802,87095ea87c48b0992cd7ddbde1ed8a37,106.39.144.174,Siliguri,IN,23.644564,76.67547,Firefox/125.0,N,N
710016534190,037248a14c35a5c8e0fa0a091eb8672c,117.48.168.108,Mysuru,IN,15.654733,80.651385,Safari/17.4,N,N
489666783704,c2438ae6900e59bbb35f77e364aeda15,117.43.151.80,Nagpur,IN,22.527588,81.947901,Safari/17.4,N,N
489666783704,99afa914163ced2c64e29896c77661b7,182.131.120.71,Nagpur,IN,22.532736,81.96486,v8.1.2,N,N
489666783704,c72586dd354497e03015e41c5ce271d8,59.131.172.180,Nagpur,IN,22.526662,81.955464,Safari/17.4,N,N
435265379298,e6b9760e00f901f69360fe16a0e94f9f,157.40.206.204,Ahmedabad,IN,22.979558,72.545993,Firefox/125.0,N,N
435265379298,43783ed6a99d00d845679300582bb82d,59.164.196.59,Ahmedabad,IN,22.982003,72.554539,SamsungBrowser/24.0,N,N
476397710229,a16ca1787be8641ee41cc8b6058acad8,49.234.145.158,Kozhikode,IN,18.944165,74.946594,Chrome/124.0,N,N
476397710229,f6166ebc4aa6642abe2b5092c7f9a44f,103.62.89.243,Kozhikode,IN,18.954775,74.932022,SamsungBrowser/24.0,N,N
505525268760,cda946806c666fb9416e6ba4973c6681,49.248.125.84,Durgapur,IN,22.18971,80.141874,Chrome/124.0,N,N
505525268760,6ae360df149bf9f8c0619ca65b59c48d,103.22.231.134,Durgapur,IN,22.19035,80.15494,v7.5.3,N,N
505525268760,f6ec380817515ffe97b71d61f32e846c,59.116.244.158,Durgapur,IN,22.179395,80.158569,v8.2.0,N,N
235849676813,7843fc42e2232d6c6b6a38463a303a0c,122.58.177.228,Coimbatore,IN,24.213041,73.20354,v7.5.3,N,N
996029316249,66a6abd94e5ce7029f709de0a7241cea,182.115.125.210,Amritsar,IN,19.736731,79.807657,v7.5.3,N,N
926465338272,79a4abd09702ad154703ab20577b0479,182.192.51.142,Bhubaneswar,IN,20.283564,85.871258,v9.0.1,N,N
913854106441,801964c4dc1edac05f6e3098052a1014,106.236.195.188,Howrah,IN,17.276628,79.718709,Safari/17.4,N,N
916609186515,fb0d5726b9c0eaa3d2c64d18071cf9f1,117.6.44.29,Mumbai,IN,19.032053,72.913872,v7.5.3,N,N
916609186515,b7b6a7a4263312005c197305d6404a8d,203.119.192.250,Mumbai,IN,19.039272,72.919272,Edge/124.0,N,N
519743012805,0a6aee76c4ccfed4170e7c414abc8a8e,106.66.233.6,Gurugram,IN,18.015241,80.729788,Firefox/125.0,N,N
772537742303,1a3b1c2e81b4f2d18448680fed144ed2,59.255.13.111,Varanasi,IN,18.691779,80.844529,Edge/124.0,N,N
772537742303,c971573a44db3dae932e9715b8a4efc4,117.180.96.20,Varanasi,IN,18.69777,80.839134,SamsungBrowser/24.0,N,N
772537742303,bb15c2338e7bdf16370c656c19c73489,117.76.168.221,Varanasi,IN,18.689835,80.842797,v7.5.3,N,N
522951366243,80d8670347050bdc42472b10bdfe4696,49.16.27.153,Karnal,IN,25.106997,79.243796,v8.1.2,N,N
693005768801,dbf3072addd3df831ab416f6c1e419ac,117.4.1.88,Thiruvananthapuram,IN,21.35735,81.407315,v9.1.0,N,N
693005768801,97af50bac48be220b321308eb1bb5c90,59.63.237.89,Thiruvananthapuram,IN,21.356582,81.418401,v8.1.2,N,N
601927415203,359cc313ae43b8ad989ace11052c663e,122.104.23.92,Jalandhar,IN,20.847034,82.135578,v9.1.0,N,N
601927415203,49a99a490c1a96a32967bcc62b0e1b46,103.152.151.217,Jalandhar,IN,20.83914,82.134869,Firefox/125.0,N,N
376677488552,5a072ce2f3ba5f01492b6e2d789ac110,117.137.217.42,Durgapur,IN,16.360491,78.366161,SamsungBrowser/24.0,N,N
509966460948,fd3c5432a2f556197366f81b185a3123,106.46.38.74,Thiruvananthapuram,IN,17.508502,78.956374,v8.1.2,N,N
509966460948,3459bf5805d96ec7da3bc04387144a78,117.251.95.138,Thiruvananthapuram,IN,17.501931,78.973361,v8.1.2,N,N
930534010492,63b850513dfb2e04864e67914fe4457c,49.126.95.222,Salem,IN,16.604395,73.945215,Firefox/125.0,N,N
705142344177,b8636e3d719e7d1c280e0446c97da9e8,122.187.66.250,Durgapur,IN,17.498113,75.460389,Firefox/125.0,N,N
882295537316,47a3a7dc4c129f1586e23a59791f31cd,103.190.120.191,Hyderabad,IN,17.420364,78.486961,Chrome/124.0,N,N
882295537316,090883a6569c55e248c524f6b202c9ef,49.95.249.201,Hyderabad,IN,17.417275,78.487688,v8.2.0,N,N
157414983384,59d82127918efab5812fdb5a530a1583,117.1.152.225,Gurugram,IN,24.336992,80.57773,Edge/124.0,N,N
157414983384,71587465b4be582dc6c78c94d86097f5,49.230.63.124,Gurugram,IN,24.325693,80.576775,v7.5.3,N,N
285031187337,d3d4d9894bca95ef4b4a4698a1cdbdd1,122.226.187.164,Kota,IN,21.404487,77.603411,v9.0.1,N,N
285031187337,651ae1426a496b9615a23e8068d17f7a,59.100.75.172,Kota,IN,21.406276,77.590699,SamsungBrowser/24.0,N,N
430943281898,2406fb3907bd298893ad370d03b8b6aa,59.22.26.50,Karnal,IN,17.558201,82.550274,v7.5.3,N,N
338626776834,bb4e5e059b008d31efd32574210d7dd9,103.150.210.192,Madurai,IN,16.014638,74.976859,SamsungBrowser/24.0,N,N
881669980045,b891e3d0922f92e9c1c0f62490940dbf,59.194.206.21,Karnal,IN,23.023124,78.11217,Edge/124.0,N,N
619918218971,13987317937200fc725f77a395147e98,157.49.20.165,Udaipur,IN,24.260433,77.420824,Chrome/124.0,N,N
619918218971,1f49159135af8b059d623d89e64d6243,106.154.218.171,Udaipur,IN,24.276798,77.428219,v8.1.2,N,N
619918218971,84ec62dc52de1ce805da5918764a6fe4,122.52.120.25,Udaipur,IN,24.275185,77.424972,SamsungBrowser/24.0,N,N
927933585044,56bcf4b7046e02a24f2f37d2b1af344e,122.63.24.236,Thrissur,IN,17.443587,79.382694,Chrome/124.0,N,N
192510825019,a44b28583a01a6bd5234956969bb5028,106.108.105.181,Bhubaneswar,IN,20.346754,85.83839,v9.0.1,N,N
476414873098,a7db4b1f0edca0e2cabc2559d445d028,49.122.186.126,New Delhi,IN,28.575193,77.241894,v8.1.2,N,N
500569244816,1b25d900f7e318d8c903004175d75485,157.250.23.209,Surat,IN,20.88793,74.329656,Edge/124.0,N,N
327952897752,c5a3224c889fc804f8c3e76f7fcc0cd8,182.53.137.226,Salem,IN,23.514537,80.560671,Edge/124.0,N,N
327952897752,87301a4c4e8de4045b14bcc40c1ba582,59.239.242.113,Salem,IN,23.512685,80.560505,v9.1.0,N,N
624505803717,e7350bb6df93b847c7a685ea49a1ebc0,157.140.166.4,Indore,IN,22.593617,82.709883,v7.5.3,N,N
624505803717,b73076347e85415681a1b935f025f1d3,106.112.0.173,Indore,IN,22.59143,82.707853,SamsungBrowser/24.0,N,N
267973956769,9e19f5b69036ecbcd07b38eaa648f4f2,59.34.255.55,New Delhi,IN,28.590547,77.258891,Edge/124.0,N,N
267973956769,5485477a40fb688bdd82859e278fe872,122.6.63.77,New Delhi,IN,28.592289,77.252773,Edge/124.0,N,N
745250319100,601f17ee166dc186f8d1a666aa072550,103.169.26.107,Bhubaneswar,IN,20.277344,85.873535,Firefox/125.0,N,N
745250319100,6d73501b0f8cde0cb8adff8c3de87e65,182.23.72.249,Bhubaneswar,IN,20.266969,85.864187,Edge/124.0,N,N
745250319100,65e28b01f213205cb6a0c64dd8c17758,106.192.184.104,Bhubaneswar,IN,20.273462,85.88247,v8.1.2,N,N
337946715853,b3a89350ef1415151a07725e707739ba,49.72.0.5,Bhopal,IN,23.216993,77.449273,SamsungBrowser/24.0,N,N
337946715853,7e0d22441c661131e78cd55045134162,157.236.44.63,Bhopal,IN,23.22858,77.463272,v8.2.0,N,N
337946715853,2d82e6e38d2bc16dcf038ef9d7d93910,122.175.28.34,Bhopal,IN,23.210607,77.458652,v8.2.0,N,N
256627356121,a13ab3cd9e6f02fdfa8ccbde98738e8d,103.191.186.101,Coimbatore,IN,17.626282,80.220653,v9.0.1,N,N
951087537973,db94e3d60bf290012f66d6b08158f981,122.93.24.110,Rohini,IN,23.598757,74.388282,Chrome/124.0,N,N
877050425845,1abe2215db5d82945aadd13310fe34a4,122.82.201.196,Noida,IN,16.927759,79.12136,Chrome/124.0,N,N
802151464705,dce2766399e3e7e3e44fbfc168834ffa,203.100.40.145,Nagpur,IN,24.070476,75.152961,Edge/124.0,N,N
802151464705,f1a2f3628dae167cbe1d79f3d9f90e3b,49.219.90.90,Nagpur,IN,24.072647,75.159759,v9.1.0,N,N
959544102587,9ac0867ceddca90d76597a73f231a666,117.228.118.55,Kozhikode,IN,24.340966,77.351187,v8.1.2,N,N
959544102587,ec156bfcc105a50f378b8cb15feda28b,106.166.223.110,Kozhikode,IN,24.34065,77.342104,v9.1.0,N,N
959544102587,7f5946207407427fe818246e2ddaf119,203.119.193.11,Kozhikode,IN,24.33807,77.331837,Edge/124.0,N,N
113922552566,b24c79c9421d1cd1e27c7da5b88f7c62,59.128.42.27,Bhagalpur,IN,21.323132,75.448952,v9.1.0,N,N
113922552566,49468452c2ffb9b52f350b51191c7e34,203.4.68.120,Bhagalpur,IN,21.31946,75.464324,SamsungBrowser/24.0,N,N
459499281463,2e95b3cd0b14f1a7b6e733168c721f92,117.174.225.35,Howrah,IN,16.578103,79.503006,v8.1.2,N,N
459499281463,a38b9a97b9594c3795a12f21196d65c6,122.165.248.5,Howrah,IN,16.587194,79.500323,v9.1.0,N,N
610430855819,bf5ad14e2379bc4f1804282b2064a732,182.98.33.13,Kochi,IN,9.927849,76.270056,SamsungBrowser/24.0,N,N
600351352358,2c92524a68732108a1f3eb2a2aa726dc,182.119.108.91,Vadodara,IN,20.963616,73.86327,Chrome/124.0,N,N
600351352358,83e2c5a5e0f2c2c06df9079f5a49c0ec,203.16.212.45,Vadodara,IN,20.946201,73.868532,Safari/17.4,N,N
600351352358,a23570517d7cef728879bf29637df942,106.162.253.225,Vadodara,IN,20.954667,73.852573,SamsungBrowser/24.0,N,N
536472499927,30ca726132293a6a076a7b50d22e4309,203.136.121.46,Agra,IN,22.32617,78.851924,v9.0.1,N,N
851897428968,7f6f24542bf742517b89e4748e33f565,49.233.204.24,Bhagalpur,IN,21.356613,81.357801,Edge/124.0,N,N
523443842137,fe6230d1400729cf51c8994f95def683,103.143.231.75,Howrah,IN,19.975372,78.156844,Firefox/125.0,N,N
709243253862,831035efdbb4183e668f3f62c5c0bfc2,157.235.0.15,Bengaluru,IN,13.020537,77.579915,Chrome/124.0,N,N
757556767027,ee375c5a598cb0b10184cfd05f3d4d9c,182.155.15.122,Durgapur,IN,22.185427,78.196697,Safari/17.4,N,N
302460117014,45a8622694c18ea00e0421cf27ee4745,49.230.78.23,Patna,IN,25.608478,85.09385,v8.2.0,N,N
868118253218,6b374d9325386210f24c6971944e6d51,122.230.38.186,Gurugram,IN,24.486151,76.83725,v8.1.2,N,N
934582042433,66aa8adb714b66f0e7c06ad709960b0e,49.222.229.140,Amritsar,IN,24.701978,78.760011,v8.2.0,N,N
535132952580,1f67d3b0ee2498d7133f644664aa1384,203.51.238.71,Lucknow,IN,26.838624,80.991001,Edge/124.0,N,N
835373864487,80e6277e39223453fc5104f6aca391cd,122.242.43.66,Muzaffarpur,IN,23.637037,82.301265,v8.1.2,N,N
835373864487,9372cc4131e0c6fd69515a2117536e0b,157.98.156.125,Muzaffarpur,IN,23.625464,82.301706,Edge/124.0,N,N
720511001957,4937a3fb1ac26a06c12adc2e2c3e2846,106.104.47.16,Nizamabad,IN,23.12569,79.001415,v7.5.3,N,N
813328743385,5c07184727fcf9e7b4b5a6cf4bba1c46,106.177.48.223,Rajkot,IN,19.606676,79.274769,v7.5.3,N,N
142622405542,204b101f7da216d2b1d4b401ca2da5ad,203.238.228.169,Hubli,IN,18.434287,74.063473,Chrome/124.0,N,N
100052674901,2e6943287036906377022b188affec7d,103.44.10.205,Muzaffarpur,IN,17.369492,73.429689,v9.0.1,N,N
125042619281,aac82a34e756e6d55c9f2a2482bd948d,122.37.142.48,Puri,IN,18.547629,78.853315,Safari/17.4,N,N
812629954829,ce625f37c4ec155813b2e7071947f140,157.203.76.74,Chennai,IN,13.098317,80.282159,Safari/17.4,N,N
302776295987,75fcdbff55a09c30f117415bf060716b,49.102.90.192,Rajkot,IN,23.917316,82.856837,Firefox/125.0,N,N
380163012448,a0e12083b17889d9e6f10caaefe12c8e,157.48.90.109,Bhagalpur,IN,22.872985,81.706504,Firefox/125.0,N,N
380163012448,cafd1731a5d443d0c3a5eea476cdaf60,117.193.88.204,Bhagalpur,IN,22.882643,81.718535,v9.0.1,N,N
753241346233,4128472b742093e0e147407fd6f389a9,59.166.145.106,Siliguri,IN,23.076276,81.224953,Chrome/124.0,N,N
676146616521,8ba7d0f7edbd11996f087627a7c9ab9e,203.228.117.34,Hyderabad,IN,17.356872,78.505497,Chrome/124.0,N,N
676146616521,ecd2f54d64eeae8dc5116390593b842f,117.14.60.238,Hyderabad,IN,17.345296,78.505312,v7.5.3,N,N
671468537682,848a9636b6b8bd51896feedd172b5b31,49.30.60.89,Cuttack,IN,19.122762,77.010917,SamsungBrowser/24.0,N,N
671468537682,42e4b20522df919f5ce07f1e3a948cbc,157.247.64.56,Cuttack,IN,19.129536,77.020025,v9.0.1,N,N
413367533936,8ff108fd073fdcb7372eaa9622109358,203.23.215.68,Rourkela,IN,24.844985,81.060895,SamsungBrowser/24.0,N,N
413367533936,be406e962a59227f0e83e35b37c2ad5e,49.161.250.116,Rourkela,IN,24.8536,81.056197,Edge/124.0,N,N
502073796465,bed3d21b4e21cb6f70d3bac3a70d295c,106.80.118.149,Indore,IN,20.59388,82.989919,v7.5.3,N,N
502073796465,6f37d6ac92ba41acb6b7bd2da3868888,106.107.106.55,Indore,IN,20.593584,82.977049,v8.2.0,N,N
827197955743,5a5eb240f0c47f1530f9aeb57c8e2d6b,182.217.10.228,Lucknow,IN,26.802515,80.925125,SamsungBrowser/24.0,N,N
720217658051,273dcc7559e42d5a62b28f85efd45492,103.17.79.137,Kochi,IN,9.927193,76.224363,v8.1.2,N,N
720217658051,785841db5e542f98d57da581718f0af4,103.209.98.126,Kochi,IN,9.932521,76.235901,Safari/17.4,N,N
126190641404,cbe56effe7f781b9d56f0975d70011d7,49.237.75.248,Nagpur,IN,24.304771,80.755616,Firefox/125.0,N,N
126190641404,dd9ab3a093c4b4a4ed88707e6042f2e1,106.76.148.162,Nagpur,IN,24.312776,80.749642,v8.1.2,N,N
519272518129,482015b135c824124e966732e19e8f9e,59.130.167.250,Muzaffarpur,IN,19.682457,75.856398,Edge/124.0,N,N
745228506216,2813e90c8fb35784abc35648ebf7fbeb,103.209.79.226,Warangal,IN,24.559517,79.912777,v8.1.2,N,N
745228506216,9f2125d8b643cb8ac51e44a87f037218,49.51.57.51,Warangal,IN,24.556873,79.90425,v9.1.0,N,N
102529350125,baff41845762d6d5e42746c1880b55a8,59.141.92.82,Pune,IN,18.543178,73.87416,Edge/124.0,Y,N
558866955717,2e1c1c86e9e0b1a0d4cd7e561bad91e6,103.109.139.134,Chandigarh,IN,30.700782,76.776052,Safari/17.4,N,N
776915861897,7e1b1bf407eb88bca47fc32c1bbec36d,122.242.55.30,Varanasi,IN,17.866823,77.676365,Chrome/124.0,N,N
867548038736,268d02c3c85ce35fb1c95c258c79bf13,117.245.65.70,Chennai,IN,13.105351,80.263765,SamsungBrowser/24.0,N,N
867548038736,64726c69bc4bf303e4a0327d83ce1713,182.37.153.143,Chennai,IN,13.089917,80.254812,v7.5.3,N,N
231119756271,c85f4e4549321031ca737526a52324b9,59.2.246.200,Vadodara,IN,21.431063,74.67012,Chrome/124.0,N,N
413610993934,727ea50ea9e68ee45731110f5ca88480,117.244.96.39,Nagpur,IN,16.278565,81.926019,SamsungBrowser/24.0,N,N
730344448233,da0e434970bb40a8106853c87b1911f3,49.15.101.108,Thiruvananthapuram,IN,17.279771,82.441875,v9.0.1,N,N
730344448233,4c9374e77c13bcc644dcc09c1cf68315,59.50.163.132,Thiruvananthapuram,IN,17.274041,82.431684,Edge/124.0,N,N
285991575367,adb9b19f129fca6df883dbd1170ed9d0,59.194.100.248,Gwalior,IN,23.466537,79.865723,Chrome/124.0,N,N
285991575367,3c00250462e5670785765a51619f3222,106.111.2.166,Gwalior,IN,23.474582,79.856703,Safari/17.4,N,N
744977543705,c1b91204eb0c8013284aa66615355085,203.120.231.59,Bhopal,IN,23.251457,77.397987,v8.1.2,N,N
335145614166,92e488c77253c78e47982e7302f4bac1,117.41.191.180,Panipat,IN,23.957078,78.02299,v8.1.2,N,N
939881017804,77d333610df962c1e3f2b4caf8a24a7a,122.104.1.254,Kolkata,IN,22.588659,88.415635,v9.0.1,N,N
847981837919,ccad7c1cc0b0380911384aacb852574e,49.42.181.84,Patna,IN,25.586896,85.099108,v8.1.2,N,N
847981837919,3da3aab2ada2ec918ffa779cc5962d1d,49.112.110.8,Patna,IN,25.594015,85.112772,v9.1.0,N,N
593738563075,a3e21829b9988ccef9835961376c581f,117.175.166.176,Kota,IN,18.569878,76.90108,Safari/17.4,N,N
934377590937,8d1ae22d9b54d4b45cd8852d1a220c4e,106.73.137.158,Nizamabad,IN,16.291515,79.220822,Edge/124.0,N,N
519362078019,f03c5d466fdfa5e3a1e3dc0ff75b5ce0,122.228.243.185,Noida,IN,19.132121,73.06502,Safari/17.4,N,N
519362078019,ef2c91191e9d51d8c52e6f00fe1bee63,122.8.147.185,Noida,IN,19.126258,73.070934,v8.1.2,Y,N
519362078019,fae04c979ac682b7c4e5cd22d8fbd047,106.108.77.39,Noida,IN,19.134929,73.064424,Edge/124.0,N,N
397639926569,e1c235ffd1763df67afe49b5fad16a09,157.79.164.207,Pune,IN,18.479885,73.831887,Safari/17.4,N,Y
397639926569,c36039a100600b15f91bc596e0e03098,117.108.49.50,Pune,IN,18.471448,73.820808,v7.5.3,N,N
952605383852,8b998bc5e55d199902a6f5ca932f574a,182.62.189.174,Faridabad,IN,17.117041,75.595061,v7.5.3,N,N
952605383852,d551bbe14155360b7d806545dc04951b,103.250.14.158,Faridabad,IN,17.104863,75.591452,v7.5.3,N,N
736469677782,5cde2676f24bb9d213594282d12e1837,203.213.91.110,Rajkot,IN,24.505185,81.347893,v7.5.3,N,N
388212313985,3f21c3c0b4de5301ecf7962faacf9808,203.68.158.131,Rohini,IN,24.289269,73.883009,v8.2.0,N,N
388212313985,1c26adcd377dd059246fc958b2141e01,103.242.235.209,Rohini,IN,24.286399,73.896486,v8.2.0,N,N
388212313985,10856bdc770a9c0e44628f56755fd995,103.175.29.4,Rohini,IN,24.274662,73.885453,v9.0.1,N,N
345372994496,77583a96d64ead8389d4fe89bf509527,103.172.147.151,Patna,IN,25.583748,85.112189,SamsungBrowser/24.0,N,N
345372994496,a694252a890bad700b9c7ee7d70fda31,103.82.95.25,Patna,IN,25.565794,85.108646,Chrome/124.0,N,N
803288256003,57a2b830a8e85d6a52fb4a5414b78271,103.234.128.65,Howrah,IN,16.570548,79.374956,v9.0.1,N,N
776381530763,eb1b880f30a3b5e5141fe33f7e5dae3a,103.70.30.214,Surat,IN,22.63614,78.561581,Chrome/124.0,N,N
776381530763,b812216f9a87b3c6d72eaad749fec51d,203.21.199.69,Surat,IN,22.641942,78.549178,Firefox/125.0,N,N
204539588849,6a5925bce109245521c76fa0c6b95415,182.75.230.152,Ludhiana,IN,15.480907,81.193047,v7.5.3,N,N
204539588849,ea5a7b0aed60fee97ec1366eaad65be9,157.132.250.92,Ludhiana,IN,15.489377,81.189301,Edge/124.0,N,N
204539588849,84ee60aedb1fddd14f0e362b53a706f5,203.206.180.30,Ludhiana,IN,15.485336,81.197579,Chrome/124.0,N,N
951307737554,d37d71a535a9e4399fa0bd890460fb67,103.224.176.150,Rajkot,IN,17.57521,75.3859,Chrome/124.0,N,N
951307737554,9a43daf39b84b6dd5f7e96d2f778a1f4,103.205.255.161,Rajkot,IN,17.586998,75.381385,SamsungBrowser/24.0,N,N
951307737554,f4727a566eb19fef5a53e8d328b9eb66,59.215.23.133,Rajkot,IN,17.591612,75.377627,v8.2.0,N,N
164065756172,ee48e8f53e61b5187d3b2f913277d84a,157.95.109.148,Howrah,IN,24.749265,78.250306,v9.0.1,N,N
164065756172,f38b9ae1f6eafa0f799d5bb5958b3ca2,157.238.53.242,Howrah,IN,24.741941,78.24506,Safari/17.4,N,N
396929748328,f8b79060afb24f3f75911489f9c404f2,49.138.181.17,Panipat,IN,19.204493,80.964602,Safari/17.4,N,N
396929748328,56df6e1e9bb595ca52fa7179dcf08571,122.37.163.230,Panipat,IN,19.22111,80.948741,v7.5.3,N,N
578292143755,ef233c05ed34920c4785b22caeb63ce5,117.178.56.47,Bhagalpur,IN,21.986586,74.510986,v7.5.3,N,N
196871281101,ec5b769c032c97f2f2233dff23fa1af0,106.77.22.131,New Delhi,IN,28.637098,77.231599,Edge/124.0,N,N
196871281101,725af61a856f3b16771466ac81cb1198,49.9.23.46,New Delhi,IN,28.629226,77.229102,Edge/124.0,N,N
104144079944,a069d8ba735fddd3b04fca03f3065740,157.229.246.49,Bhagalpur,IN,21.658144,76.899963,Firefox/125.0,N,N
825729684580,cc0dc8888516fd1e505f93f752cf99f9,59.60.6.215,Bengaluru,IN,12.96052,77.557973,v7.5.3,N,N
505040522229,b6e7bb2bc677b644e8cf02170170788f,203.250.20.236,Karimnagar,IN,18.172191,75.707081,v7.5.3,N,N
505040522229,af77bcbb3663fead19c911986a7c2b77,59.6.86.151,Karimnagar,IN,18.170941,75.710467,Chrome/124.0,N,N
266920873777,196f1c6486869545bae9826e3aa99f08,117.142.71.7,Jaipur,IN,26.897613,75.760473,v8.1.2,N,N
365499319883,8f45210aa708273846fbdd480da9eddc,203.4.224.190,Jaipur,IN,26.896293,75.802311,v9.0.1,Y,N
829652435145,22f6a5f1dfdc0fb83046ae5107cbc774,117.234.103.71,Chandigarh,IN,30.722066,76.770287,Chrome/124.0,N,N
756483593621,6e9f8da53b941d505904c49cf0fb3d41,157.138.135.244,Noida,IN,19.73173,82.417702,v7.5.3,N,N
756483593621,6d0c9e1a68c4a5a840873fd9da641674,203.151.61.131,Noida,IN,19.736035,82.404574,Safari/17.4,N,N
547500676903,33bda02da7b1379087604a8480b092e2,122.249.1.96,Kolkata,IN,22.548471,88.416719,v8.1.2,N,N
547500676903,50b594e5faad84171c222f557efa45bd,106.49.197.110,Kolkata,IN,22.54751,88.406077,Firefox/125.0,N,N
547500676903,89ecbbdf272435613d49cf645ff18afe,157.84.182.185,Kolkata,IN,22.5552,88.416161,v8.1.2,N,N
879773640053,a4a4b9d9cfc08d763690b962c1209e0a,103.126.16.43,Nizamabad,IN,24.4329,82.953743,v9.0.1,N,N
821188046647,0112cccdc2b9a37b0bad5b374c9e57fa,203.50.47.58,Rohini,IN,21.0045,75.342614,v8.1.2,N,N
821188046647,bf32f05619c03d413a3ddbf491a4ecd8,122.94.161.71,Rohini,IN,20.993949,75.344166,v9.0.1,N,N
928632287821,230e9e8a96a5ec58be359a96f73a11e2,49.24.222.32,Pune,IN,18.548991,73.821232,Firefox/125.0,N,N
686852908996,6249951a10c65f3bdfd3dd437b3cc1e4,106.245.75.1,Madurai,IN,19.919217,73.543469,v8.1.2,N,N
302701031484,e04c302179af813562fb677d7ddca026,122.215.192.113,Mumbai,IN,19.034279,72.908503,SamsungBrowser/24.0,N,N
302701031484,117098ea46763ee60693fb9dcd9d45d3,106.213.55.24,Mumbai,IN,19.037824,72.901356,v7.5.3,N,N
545538187269,3b5cf83fa2ccb375c3004b5266cc0575,117.26.109.208,Dwarka,IN,17.242438,74.505948,Firefox/125.0,N,N
441710071725,d300095b07ec9832cd260f6503e9602f,122.191.62.199,Dwarka,IN,16.208041,77.841347,v9.1.0,N,N
