feature,correlation,abs_correlation
sender_acct_inflow_amt_1h,0.031533352692672705,0.031533352692672705
receiver_acct_outflow_count_7d,-0.031010600593235505,0.031010600593235505
sender_running_balance_txn_amount,-0.03063375652650363,0.03063375652650363
sender_cust_txn_count_7d,-0.030202008154600515,0.030202008154600515
rule_repeated_counterparty_7d,0.02887821637923943,0.02887821637923943
sender_cust_inflow_amt_1h,0.028779345336239808,0.028779345336239808
inflow_outflow_volume_balance_ratio_7d,-0.028237778581415764,0.028237778581415764
sender_acct_outflow_count_7d,-0.02741845907742458,0.02741845907742458
rule_large_foreign_indiv,0.02468050999737319,0.02468050999737319
rule_high_freq_foreign,0.02334592085738537,0.02334592085738537
receiver_bal_ratio_after_to_current,-0.023335121810391483,0.023335121810391483
receiver_acct_txn_count_7d,-0.022820568222130185,0.022820568222130185
transaction_amount,0.02277264871257608,0.02277264871257608
sender_cumulative_daily_balance_change,-0.022748835727971855,0.022748835727971855
sender_bal_ratio_after_to_current,-0.020887622723249594,0.020887622723249594
sender_acct_txn_count_24h,0.020063318284674034,0.020063318284674034
sender_acct_txn_count_7d,-0.019420190667008654,0.019420190667008654
rule_intra_high_freq,0.01928928862827318,0.01928928862827318
cash_flag_enc,-0.01916879340721886,0.01916879340721886
sender_acct_txn_count_1h,0.019115251206532884,0.019115251206532884
ip_flag_night,-0.0178335953155305,0.0178335953155305
sender_acct_inflow_count_24h,0.017737663946112026,0.017737663946112026
sender_acct_inflow_amt_24h,0.017548821237527393,0.017548821237527393
sender_cust_txn_count_1h,0.014820979306365206,0.014820979306365206
sender_acct_inflow_count_1h,0.014587150937600688,0.014587150937600688
rule_series_debits_7d,0.014513266355807273,0.014513266355807273
wallet_kyc_category_enc,0.01392285721595582,0.01392285721595582
sender_current_balance,-0.013883976182375999,0.013883976182375999
sender_cust_inflow_amt_24h,0.013413631810007567,0.013413631810007567
sender_cust_inflow_count_7d,-0.013144279694136946,0.013144279694136946
sender_acct_outflow_count_1h,0.012849785754718904,0.012849785754718904
sender_acct_outflow_count_24h,0.012678246161702779,0.012678246161702779
rule_monthly_limit_exhaustion,-0.012552204329095177,0.012552204329095177
rule_large_cash_business,-0.01232504415125545,0.01232504415125545
sender_cust_txn_count_24h,0.01230700580640002,0.01230700580640002
ip_risk_score,0.012304312029829866,0.012304312029829866
sender_cust_inflow_count_1h,0.012188391265598602,0.012188391265598602
receiver_acct_inflow_count_24h,0.012128383224070154,0.012128383224070154
sender_cust_inflow_count_24h,0.011774109594081381,0.011774109594081381
rule_freelancer_offshore,0.011626182100687183,0.011626182100687183
refund_chargeback_flag_enc,-0.011443473095583705,0.011443473095583705
sender_acct_outflow_amt_24h,0.010475156240403998,0.010475156240403998
transaction_mode_channel_ppi_enc,-0.010114289493869258,0.010114289493869258
rule_ppi_bene_concentration,-0.00931745929375153,0.00931745929375153
sender_cust_outflow_count_1h,0.009271756790617572,0.009271756790617572
rule_ppi_kyc_expiry_limit,-0.009060019783100729,0.009060019783100729
rule_off_hours_activity,-0.009049889399674143,0.009049889399674143
rule_ppi_kyc_behavior_breach,-0.008379607028608519,0.008379607028608519
inflow_outflow_volume_balance_ratio_24h,0.008123716877213407,0.008123716877213407
rule_large_cash_individual,-0.008032439964367697,0.008032439964367697
sender_cust_outflow_amt_24h,0.007630741240548698,0.007630741240548698
sender_cust_outflow_count_24h,0.007358707244325122,0.007358707244325122
account_wallet_status_enc,-0.0069568703906991375,0.0069568703906991375
rule_pep_large_any,0.006471512327945082,0.006471512327945082
receiver_acct_outflow_amt_7d,-0.006443335659430448,0.006443335659430448
rule_zero_balance_cycling,-0.006384254697603813,0.006384254697603813
receiver_acct_txn_count_24h,0.006210021745981513,0.006210021745981513
sender_cust_inflow_amt_7d,-0.006192840064254179,0.006192840064254179
rule_large_foreign_biz,0.005646503284408542,0.005646503284408542
temporal_risk,0.005394462315035931,0.005394462315035931
account_category_enc,0.005211444755504758,0.005211444755504758
rule_vpn_emulator_detected,0.005161012145761304,0.005161012145761304
rule_trust_large_cash,-0.005019236891716379,0.005019236891716379
customer_current_risk_score_enc,0.004923801969572891,0.004923801969572891
ip_flag_kyc_verified,-0.004601492187401197,0.004601492187401197
receiver_current_balance,-0.004534320972584056,0.004534320972584056
rule_sole_prop_personal,0.0044358259043007185,0.0044358259043007185
receiver_acct_inflow_count_7d,-0.004410234484659526,0.004410234484659526
receiver_acct_inflow_amt_24h,0.004351472846137456,0.004351472846137456
ip_flag_vpn,0.00416591732933451,0.00416591732933451
vpn_flag_enc,0.00416591732933451,0.00416591732933451
rule_rapid_burst,0.0041178112348736265,0.0041178112348736265
beneficial_owner_types_enc,-0.0037948778181946595,0.0037948778181946595
rule_ppi_w2w_layering,0.0037846375525613946,0.0037846375525613946
receiver_acct_inflow_amt_7d,-0.003710705073950963,0.003710705073950963
receiver_running_balance_txn_amount,-0.0036363136114252754,0.0036363136114252754
receiver_acct_txn_count_1h,0.003553901280584281,0.003553901280584281
merchant_category_code_enc,0.0035182169540098943,0.0035182169540098943
rule_dormant_activation,0.003503401652416238,0.003503401652416238
ip_flag_emulator,0.00349913431406122,0.00349913431406122
emulator_flag_enc,0.00349913431406122,0.00349913431406122
rule_cross_entity_common,-0.0034854283540277004,0.0034854283540277004
rule_auth_degrade_high_risk,0.00341906090471521,0.00341906090471521
rule_series_credits_7d,0.0034025893629703852,0.0034025893629703852
rule_trust_foreign_remit,0.003356845024215428,0.003356845024215428
receiver_cumulative_daily_balance_change,-0.003281334260751452,0.003281334260751452
receiver_acct_inflow_amt_1h,-0.0032755923295733763,0.0032755923295733763
vkyc_flag_enc,-0.0031790073651315055,0.0031790073651315055
rule_dormant_activation_gen,0.003150978646267997,0.003150978646267997
sender_cust_outflow_amt_7d,-0.0030925110835824856,0.0030925110835824856
rule_geo_mismatch_2000km,-0.0030403434129546263,0.0030403434129546263
rule_dormant_business_15d,0.002871863181598601,0.002871863181598601
transaction_type_ppi_enc,-0.0028124791610722576,0.0028124791610722576
customer_type_enc,-0.002792553253766256,0.002792553253766256
rule_low_income_large,0.00278214972931871,0.00278214972931871
receiver_acct_outflow_count_1h,0.002777531250701777,0.002777531250701777
rule_partnership_sleeping,-0.0024969352152477446,0.0024969352152477446
load_instrument_type_enc,0.0024460975831478667,0.0024460975831478667
rule_ppi_small_kyc_bal_breach,-0.0024394077861435853,0.0024394077861435853
rule_balance_parking,0.002429092525793558,0.002429092525793558
rule_unemployed_large,0.002385696209758578,0.002385696209758578
minor_flag_enc,0.0023016494039674157,0.0023016494039674157
receiver_acct_inflow_count_1h,0.002225171546434888,0.002225171546434888
rule_nri_suspicious_domestic,0.0022121366821808725,0.0022121366821808725
authentication_method_enc,-0.0021871068901339608,0.0021871068901339608
pep_flag_enc,-0.002082789168097238,0.002082789168097238
rule_tax_haven_remit,-0.002023353857663494,0.002023353857663494
passive_nfe_enc,-0.0020042177310054584,0.0020042177310054584
receiver_acct_outflow_amt_24h,0.0018497137401491217,0.0018497137401491217
receiver_acct_outflow_amt_1h,-0.0018204108318808224,0.0018204108318808224
rule_student_high_value,0.0016475335686190165,0.0016475335686190165
rule_large_intra_business,0.001498082926971777,0.001498082926971777
account_type_enc,-0.0014751623379684537,0.0014751623379684537
customer_occupation_industry_enc,-0.0013869390394141167,0.0013869390394141167
currency_enc,0.0013752263623527199,0.0013752263623527199
customer_entity_type_enc,-0.0013556710278224452,0.0013556710278224452
sender_acct_outflow_amt_7d,0.0013365891331504833,0.0013365891331504833
receiver_acct_outflow_count_24h,-0.001132958662885858,0.001132958662885858
rule_high_risk_industry,0.000969311630939636,0.000969311630939636
rule_bo_address_mismatch,0.0009069644543281568,0.0009069644543281568
rule_score,0.0009020659598943315,0.0009020659598943315
rule_structuring_pattern,-0.0007569288839515514,0.0007569288839515514
tax_residency_enc,-0.0007561323353718726,0.0007561323353718726
source_of_funds_wallet_enc,0.0007457001640345194,0.0007457001640345194
citizenship_enc,-0.0007307741882599798,0.0007307741882599798
sender_cust_outflow_amt_1h,-0.0007262495131176957,0.0007262495131176957
sender_acct_inflow_count_7d,-0.0007056332971266889,0.0007056332971266889
non_face_to_face_flag_enc,0.0006927464643145998,0.0006927464643145998
hni_flag_enc,0.000662839082158063,0.000662839082158063
annual_income,-0.000652939408933497,0.000652939408933497
sender_acct_inflow_amt_7d,-0.0006226496012607955,0.0006226496012607955
ip_flag_shared_ip,-0.0005798890163488725,0.0005798890163488725
residency_enc,-0.0005708328997058312,0.0005708328997058312
rule_round_amount_struct_7d,0.000560929385148884,0.000560929385148884
rule_minor_anomalous,0.0005606644491204332,0.0005606644491204332
rule_age_amount_mismatch,0.0005588405735634448,0.0005588405735634448
sender_acct_outflow_amt_1h,0.0004372736891126086,0.0004372736891126086
rule_fx_cash_large,-0.00041087298601448355,0.00041087298601448355
rule_pep_high_velocity,0.00018140918895392222,0.00018140918895392222
source_of_funds_enc,0.00013273576423371373,0.00013273576423371373
rule_ppi_digital_content,0.0,0.0
rule_ppi_multi_wallet_kyc,0.0,0.0
rule_ppi_shared_ip_cluster,0.0,0.0
rule_ppi_multi_wallet_funding,0.0,0.0
rule_ppi_shared_contact,0.0,0.0
rule_ppi_adverse_media,0.0,0.0
rule_ppi_negative_list_device,0.0,0.0
rule_new_indiv_cash_30pct,0.0,0.0
rule_new_indiv_noncash_50pct,0.0,0.0
rule_new_biz_noncash_50pct,0.0,0.0
rule_new_biz_cash_30pct,0.0,0.0
rule_new_biz_25pct,0.0,0.0
rule_new_employed_25pct,0.0,0.0
rule_rapid_load_transfer,0.0,0.0
rule_large_cr_dr_individual,0.0,0.0
rule_large_cr_dr_business,0.0,0.0
rule_remit_then_cash_75pct,0.0,0.0
rule_remit_then_transfer,0.0,0.0
rule_ppi_multi_wallet_device,0.0,0.0
rule_ppi_small_kyc_cross_state,0.0,0.0
rule_ppi_name_mismatch,0.0,0.0
rule_ppi_load_source_change,0.0,0.0
rule_ppi_high_risk_mcc_cum,0.0,0.0
rule_ppi_load_fail_alt,0.0,0.0
rule_ppi_mcc_switch,0.0,0.0
rule_ppi_multi_source_day,0.0,0.0
rule_ppi_split_transfers,0.0,0.0
rule_ppi_new_bene_burst,0.0,0.0
rule_ppi_refund_abuse,0.0,0.0
rule_ppi_high_risk_mcc,0.0,0.0
rule_ppi_multi_bene_day,0.0,0.0
rule_ppi_load_then_spend,0.0,0.0
rule_ppi_single_source_load,0.0,0.0
rule_occupation_mcc_mismatch,0.0,0.0
rule_new_device_new_loc,0.0,0.0
rule_crypto_then_cash_48h,0.0,0.0
rule_multi_channel_24h,0.0,0.0
rule_vpn_emu_new_city,0.0,0.0
rule_device_hopping,0.0,0.0
rule_session_integrity,0.0,0.0
rule_shell_company,0.0,0.0
rule_ip_geo_change,0.0,0.0
rule_impossible_travel,0.0,0.0
rule_auth_failure_spike,0.0,0.0
rule_ppi_cross_state_p2p,0.0,0.0
rule_dormant_cash_30pct,0.0,0.0
rule_dormant_75pct_drain,0.0,0.0
rule_sole_prop_burst,0.0,0.0
rule_dormant_credit_50pct,0.0,0.0
rule_ppi_merchant_passthrough,0.0,0.0
rule_crypto_nft_large,0.0,0.0
rule_early_morning_cluster,0.0,0.0
rule_credit_then_cash,0.0,0.0
rule_foreign_remit_4_5L,0.0,0.0
rule_npo_receipts_8_5_10L,0.0,0.0
rule_multiple_parties_cash,0.0,0.0
credit_summation_period,0.0,0.0
debit_summation_period,0.0,0.0
rule_freq_2x_individual,0.0,0.0
rule_freq_2x_business,0.0,0.0
rule_integrated_cash_8_5_10L,0.0,0.0
rule_new_wallet_high_value,0.0,0.0
rule_acct_closed_90d,0.0,0.0
rule_ppi_client_reported,0.0,0.0
rule_ppi_small_kyc_load_breach,0.0,0.0
rule_insurance_lump,0.0,0.0
rule_cc_cash_1L,0.0,0.0
rule_short_lived_wallet,0.0,0.0
rule_loan_repay_cash,0.0,0.0
rule_ppi_cluster_alert,0.0,0.0
rule_ppi_high_risk_region,0.0,0.0
rule_ppi_voucher_abuse,0.0,0.0
rule_ppi_cashback_cycling,0.0,0.0
rule_ppi_upi_carousel,0.0,0.0
rule_ppi_promo_referral,0.0,0.0
ip_flag_geo_mismatch,0.0,0.0
nationality_enc,0.0,0.0
