customer_id,age,pep_flag,occupation,industry,account_type,kyc_level,income_bracket,customer_since_days,home_city,home_lat,home_lon,shared_kyc_id,shared_phone_hash,shared_email_hash
C49,69,0,government_employee,manufacturing,corporate,medium,medium,1515,Kolkata,22.5726,88.3639,,,
C50,23,0,salaried,unknown,retail,low,medium,2004,Mumbai,19.076,72.8777,,,
C51,22,0,self_employed,real_estate,savings,medium,medium,1260,Bangalore,12.9716,77.5946,,,
C52,49,0,retired,retail,current,medium,medium,1856,Kolkata,22.5726,88.3639,,,
C53,26,0,salaried,technology,retail,low,high,1918,Delhi,28.6139,77.209,,,
C54,63,0,salaried,healthcare,retail,low,high,251,Agra,27.1767,78.0081,,,
C55,58,0,unemployed,retail,retail,high,medium,1615,Pune,18.5204,73.8567,,,
C56,27,0,business_owner,hospitality,savings,medium,medium,3508,Agra,27.1767,78.0081,,,
C57,27,0,self_employed,manufacturing,savings,medium,low,96,Mumbai,19.076,72.8777,,,
C58,26,0,retired,education,retail,medium,high,321,Surat,21.1702,72.8311,,,
C59,37,0,government_employee,manufacturing,savings,high,high,2437,Mysuru,12.2958,76.6394,,,
C60,62,0,business_owner,healthcare,savings,medium,low,560,Chandigarh,30.7333,76.7794,,,
C61,35,0,salaried,healthcare,business,medium,medium,822,Delhi,28.6139,77.209,,,
C62,55,0,salaried,retail,retail,high,low,210,Pune,18.5204,73.8567,,,
C63,48,0,self_employed,technology,savings,low,high,3022,Mumbai,19.076,72.8777,,,
C64,50,0,student,retail,business,medium,low,3184,Ahmedabad,23.0225,72.5714,,,
C65,23,0,retired,healthcare,savings,medium,low,3418,Pune,18.5204,73.8567,,,
C66,54,0,unemployed,technology,business,medium,medium,1235,Kolkata,22.5726,88.3639,,,
C67,43,0,freelancer,education,business,medium,medium,480,Bangalore,12.9716,77.5946,,,
C68,27,0,business_owner,retail,current,medium,low,1813,Chennai,13.0827,80.2707,,,
C69,48,0,salaried,hospitality,retail,low,medium,3092,Ahmedabad,23.0225,72.5714,,,
C70,50,0,student,healthcare,corporate,high,medium,1005,Mumbai,19.076,72.8777,,,
C71,26,0,salaried,real_estate,current,medium,low,2878,Surat,21.1702,72.8311,,,
C72,45,0,self_employed,unknown,corporate,medium,medium,3251,Lucknow,26.8467,80.9462,,,
C73,37,0,salaried,healthcare,current,high,high,3270,Pune,18.5204,73.8567,,,
C74,57,0,salaried,technology,retail,high,low,2397,Mumbai,19.076,72.8777,,,
C75,45,0,retired,hospitality,retail,low,high,1322,Delhi,28.6139,77.209,,,
C76,22,0,self_employed,real_estate,business,medium,low,213,Delhi,28.6139,77.209,,,
C77,35,0,business_owner,construction,corporate,medium,medium,956,Agra,27.1767,78.0081,,,
C78,48,1,self_employed,retail,retail,high,medium,3377,Delhi,28.6139,77.209,,,
C79,41,0,business_owner,unknown,savings,medium,low,3473,Delhi,28.6139,77.209,,,
C80,34,0,self_employed,retail,corporate,medium,medium,2283,Hyderabad,17.385,78.4867,,,
C81,41,0,retired,education,savings,high,medium,1626,Mumbai,19.076,72.8777,KYC_00003,,
C82,37,0,salaried,education,savings,low,high,3395,Ahmedabad,23.0225,72.5714,,,
C83,25,0,salaried,healthcare,savings,low,medium,1241,Delhi,28.6139,77.209,KYC_00060,,
C84,55,0,unemployed,manufacturing,retail,low,low,1303,Jaipur,26.9124,75.7873,,,
C85,49,0,self_employed,technology,retail,medium,low,3521,Ahmedabad,23.0225,72.5714,,,EMAIL_00007
C86,46,0,freelancer,construction,current,medium,low,1227,Coimbatore,11.0168,76.9558,,,
C87,24,0,salaried,finance,retail,medium,high,2327,Mumbai,19.076,72.8777,,,
C88,53,0,student,education,savings,high,low,3473,Hyderabad,17.385,78.4867,,,
C89,49,0,salaried,healthcare,retail,medium,medium,3592,Chandigarh,30.7333,76.7794,,,
C90,60,0,salaried,technology,business,high,medium,2527,Belgaum,15.8497,74.4977,,,
C91,25,0,student,retail,retail,medium,low,1646,Chennai,13.0827,80.2707,,,
C92,36,0,self_employed,unknown,savings,high,medium,1776,Mumbai,19.076,72.8777,KYC_00001,,
C93,47,0,salaried,manufacturing,current,medium,low,691,Chennai,13.0827,80.2707,,,
C94,27,0,retired,construction,corporate,high,medium,1274,Mysuru,12.2958,76.6394,,,
C95,62,0,salaried,healthcare,retail,low,medium,626,Pune,18.5204,73.8567,,,
C96,33,0,business_owner,manufacturing,current,medium,high,1547,Coimbatore,11.0168,76.9558,,,
C97,35,0,business_owner,finance,corporate,high,medium,1578,Chennai,13.0827,80.2707,,,
C98,40,0,retired,education,savings,high,high,706,Chennai,13.0827,80.2707,,,
C99,25,0,student,unknown,savings,low,medium,973,Bangalore,12.9716,77.5946,KYC_00004,PHONE_00000,
C100,29,1,salaried,hospitality,savings,high,medium,297,Ahmedabad,23.0225,72.5714,,,
C101,36,0,salaried,construction,retail,low,medium,2373,Pune,18.5204,73.8567,,,
C102,31,0,salaried,hospitality,retail,medium,low,384,Coimbatore,11.0168,76.9558,,,
C103,41,0,salaried,unknown,retail,high,low,3512,Surat,21.1702,72.8311,,,
C104,52,0,freelancer,unknown,business,high,medium,2767,Bangalore,12.9716,77.5946,,,
C105,50,0,business_owner,healthcare,retail,high,medium,47,Bangalore,12.9716,77.5946,,,
C106,63,0,salaried,technology,retail,high,medium,1999,Jaipur,26.9124,75.7873,,,
C107,28,0,student,retail,corporate,high,high,3118,Coimbatore,11.0168,76.9558,,,
C108,52,1,freelancer,real_estate,savings,high,low,838,Mumbai,19.076,72.8777,,,
C109,21,0,retired,education,retail,medium,medium,432,Ahmedabad,23.0225,72.5714,,,
C110,21,0,government_employee,finance,corporate,medium,high,2522,Hyderabad,17.385,78.4867,,,
C111,62,0,government_employee,hospitality,savings,high,low,215,Mumbai,19.076,72.8777,,,
C112,39,0,government_employee,healthcare,corporate,medium,medium,3463,Hyderabad,17.385,78.4867,KYC_00019,,
C113,43,0,salaried,finance,savings,low,medium,836,Belgaum,15.8497,74.4977,,,EMAIL_00016
C114,63,0,retired,finance,current,low,high,272,Jaipur,26.9124,75.7873,,,
C115,49,0,self_employed,finance,current,low,high,3166,Bangalore,12.9716,77.5946,KYC_00050,,
C116,54,0,freelancer,education,current,high,low,1122,Agra,27.1767,78.0081,,,
C117,60,0,retired,real_estate,retail,low,medium,1194,Delhi,28.6139,77.209,,,
C118,53,0,retired,education,savings,low,medium,493,Chennai,13.0827,80.2707,,,
C119,58,1,salaried,education,corporate,medium,low,400,Hyderabad,17.385,78.4867,,,
C120,27,0,salaried,unknown,corporate,medium,medium,3240,Delhi,28.6139,77.209,,,
C121,63,0,self_employed,finance,business,high,medium,3009,Kolkata,22.5726,88.3639,,,
C122,41,0,salaried,retail,corporate,medium,low,2998,Mumbai,19.076,72.8777,,,
C123,36,0,student,real_estate,current,medium,medium,3247,Jaipur,26.9124,75.7873,,,
C124,29,0,retired,finance,retail,low,medium,1532,Jaipur,26.9124,75.7873,,,
C125,30,0,self_employed,real_estate,corporate,high,low,2114,Mumbai,19.076,72.8777,,,
C126,28,0,unemployed,real_estate,savings,medium,medium,3083,Mumbai,19.076,72.8777,,,
C127,21,0,salaried,education,retail,medium,high,281,Pune,18.5204,73.8567,,,
C128,34,0,freelancer,healthcare,savings,low,medium,303,Delhi,28.6139,77.209,,PHONE_00004,
C129,40,0,salaried,construction,current,low,low,763,Chennai,13.0827,80.2707,,,
C130,67,0,government_employee,retail,business,high,low,3313,Ahmedabad,23.0225,72.5714,,,
C131,50,0,business_owner,retail,savings,medium,medium,49,Bangalore,12.9716,77.5946,,,
C132,58,0,student,technology,savings,medium,medium,1319,Ahmedabad,23.0225,72.5714,,,
C133,48,0,salaried,retail,retail,low,high,369,Jaipur,26.9124,75.7873,,,
C134,60,0,salaried,technology,current,medium,medium,546,Pune,18.5204,73.8567,,,
C135,64,0,salaried,healthcare,savings,high,medium,2862,Kolkata,22.5726,88.3639,,,
C136,65,0,business_owner,healthcare,savings,medium,high,1890,Hyderabad,17.385,78.4867,,,
C137,61,0,business_owner,retail,retail,medium,medium,3141,Mumbai,19.076,72.8777,,,
C138,55,0,salaried,technology,retail,low,medium,249,Pune,18.5204,73.8567,,,
C139,45,0,business_owner,finance,business,medium,medium,479,Delhi,28.6139,77.209,,,
C140,29,0,salaried,finance,retail,low,high,2864,Bangalore,12.9716,77.5946,,,
C141,27,0,business_owner,education,savings,medium,medium,982,Delhi,28.6139,77.209,,,
C142,66,0,salaried,technology,savings,high,medium,1491,Delhi,28.6139,77.209,,,
C143,45,0,self_employed,unknown,corporate,high,medium,595,Hyderabad,17.385,78.4867,,,
C144,60,0,self_employed,retail,retail,medium,medium,2997,Surat,21.1702,72.8311,,,
C145,66,0,salaried,hospitality,savings,high,medium,1691,Coimbatore,11.0168,76.9558,,,
C146,24,0,freelancer,education,corporate,low,medium,1859,Agra,27.1767,78.0081,,,
C147,64,0,retired,education,savings,medium,low,1700,Bangalore,12.9716,77.5946,,,
C148,34,0,salaried,finance,retail,high,medium,1610,Delhi,28.6139,77.209,,,
C149,54,0,self_employed,healthcare,corporate,high,medium,2739,Chennai,13.0827,80.2707,,,
C150,43,0,student,retail,corporate,high,medium,3534,Lucknow,26.8467,80.9462,,,
C151,53,0,student,technology,retail,medium,high,2135,Delhi,28.6139,77.209,,,
C152,44,0,business_owner,technology,corporate,high,medium,313,Mumbai,19.076,72.8777,,,
C153,61,1,retired,technology,retail,high,high,2181,Mysuru,12.2958,76.6394,,,
C154,67,0,business_owner,education,savings,medium,low,1880,Pune,18.5204,73.8567,,,
C155,54,0,salaried,real_estate,savings,medium,medium,43,Delhi,28.6139,77.209,KYC_00028,,
C156,41,0,salaried,manufacturing,corporate,medium,low,3364,Indore,22.7196,75.8577,,,
C157,51,0,salaried,hospitality,savings,medium,medium,611,Jaipur,26.9124,75.7873,,,
C158,29,0,business_owner,real_estate,savings,medium,high,2832,Delhi,28.6139,77.209,,,
C159,40,1,freelancer,manufacturing,savings,medium,medium,1918,Chennai,13.0827,80.2707,,,
C160,57,0,salaried,construction,savings,high,low,484,Kolkata,22.5726,88.3639,,,
C161,40,0,business_owner,manufacturing,current,high,low,2825,Mumbai,19.076,72.8777,,,
C162,69,0,government_employee,retail,savings,low,low,2624,Mumbai,19.076,72.8777,,,
C163,44,0,self_employed,hospitality,savings,low,low,3101,Pune,18.5204,73.8567,,,
C164,64,0,salaried,unknown,retail,medium,medium,3315,Mysuru,12.2958,76.6394,,,
C165,64,0,self_employed,hospitality,retail,medium,medium,196,Mumbai,19.076,72.8777,,,
C166,32,0,government_employee,real_estate,retail,medium,low,852,Mumbai,19.076,72.8777,,,
C167,52,0,student,finance,retail,high,medium,2582,Kolkata,22.5726,88.3639,,,
C168,67,0,student,real_estate,business,medium,medium,3443,Lucknow,26.8467,80.9462,,,
C169,61,1,student,education,current,medium,low,3336,Bangalore,12.9716,77.5946,,,
C170,44,0,salaried,finance,retail,high,medium,786,Pune,18.5204,73.8567,,,
C171,45,0,self_employed,finance,savings,high,low,1199,Delhi,28.6139,77.209,,,
C172,59,1,business_owner,technology,retail,medium,high,3609,Bhopal,23.2599,77.4126,KYC_00053,,
C173,47,0,self_employed,real_estate,savings,medium,high,1945,Jaipur,26.9124,75.7873,,,
C174,47,0,business_owner,education,corporate,high,high,1743,Delhi,28.6139,77.209,,,
C175,55,0,student,healthcare,savings,high,high,1941,Hyderabad,17.385,78.4867,,,
C176,69,0,salaried,healthcare,retail,medium,high,934,Ahmedabad,23.0225,72.5714,,,
C177,55,0,government_employee,hospitality,retail,medium,medium,2527,Jaipur,26.9124,75.7873,,,
C178,45,0,unemployed,unknown,savings,medium,medium,2512,Ahmedabad,23.0225,72.5714,,,
C179,31,0,retired,technology,savings,medium,low,868,Ahmedabad,23.0225,72.5714,,,
C180,35,0,retired,construction,retail,high,low,1650,Mumbai,19.076,72.8777,,,
C181,66,0,salaried,healthcare,current,medium,low,1226,Delhi,28.6139,77.209,,,
C182,62,0,self_employed,healthcare,savings,medium,medium,1971,Hyderabad,17.385,78.4867,,,
C183,32,0,self_employed,technology,retail,medium,low,1302,Bangalore,12.9716,77.5946,,,
C184,38,0,salaried,construction,retail,high,low,2117,Bangalore,12.9716,77.5946,,,
C185,53,0,government_employee,real_estate,current,medium,high,1126,Indore,22.7196,75.8577,,,
C186,52,0,retired,real_estate,retail,medium,medium,2589,Kolkata,22.5726,88.3639,,,
C187,38,0,business_owner,technology,corporate,medium,medium,2546,Mumbai,19.076,72.8777,,,
C188,55,0,student,unknown,retail,high,medium,1564,Delhi,28.6139,77.209,,,
C189,34,0,business_owner,real_estate,current,low,low,2922,Surat,21.1702,72.8311,,,
C190,64,0,business_owner,healthcare,retail,medium,medium,574,Mumbai,19.076,72.8777,,,
C191,69,0,salaried,manufacturing,corporate,medium,low,2223,Mumbai,19.076,72.8777,,,
C192,34,0,self_employed,retail,business,high,high,635,Mumbai,19.076,72.8777,,,
C193,54,0,salaried,technology,retail,high,low,55,Pune,18.5204,73.8567,,,
C194,48,0,unemployed,retail,current,high,medium,2646,Surat,21.1702,72.8311,,,
C195,34,1,freelancer,manufacturing,business,medium,medium,3177,Mumbai,19.076,72.8777,,,
C196,51,0,salaried,technology,business,medium,high,3342,Kolkata,22.5726,88.3639,,,
C197,56,0,salaried,real_estate,retail,high,low,839,Surat,21.1702,72.8311,,,
C198,45,0,government_employee,real_estate,retail,medium,high,266,Kolkata,22.5726,88.3639,,,
C199,57,0,student,hospitality,savings,medium,medium,2057,Belgaum,15.8497,74.4977,,,
C200,67,0,business_owner,healthcare,savings,medium,low,2730,Delhi,28.6139,77.209,KYC_00015,,
C201,38,0,self_employed,construction,retail,high,high,965,Mumbai,19.076,72.8777,,,
C202,38,0,student,retail,savings,low,low,936,Mumbai,19.076,72.8777,,,
C203,66,0,business_owner,healthcare,retail,medium,medium,1705,Chennai,13.0827,80.2707,,,
C204,59,0,salaried,education,savings,high,low,1869,Belgaum,15.8497,74.4977,,,
C205,68,0,salaried,retail,savings,medium,high,2841,Coimbatore,11.0168,76.9558,,,
C206,58,0,retired,manufacturing,corporate,high,medium,1318,Mumbai,19.076,72.8777,,,
C207,34,0,freelancer,manufacturing,business,medium,medium,677,Delhi,28.6139,77.209,,,
C208,48,0,salaried,technology,corporate,high,medium,490,Chandigarh,30.7333,76.7794,,,
C209,56,0,business_owner,hospitality,retail,medium,medium,2952,Ahmedabad,23.0225,72.5714,,,
C210,39,0,retired,retail,savings,medium,high,1670,Delhi,28.6139,77.209,,,
C211,30,0,salaried,technology,savings,medium,medium,108,Pune,18.5204,73.8567,,,
C212,56,0,freelancer,finance,retail,medium,medium,1333,Bangalore,12.9716,77.5946,,,
C213,31,0,government_employee,finance,current,medium,medium,3541,Hyderabad,17.385,78.4867,,,
C214,68,0,unemployed,finance,retail,low,high,2089,Pune,18.5204,73.8567,,,
C215,58,0,government_employee,real_estate,business,medium,low,2995,Kolkata,22.5726,88.3639,,,
C216,60,0,salaried,education,business,high,low,221,Kolkata,22.5726,88.3639,,,
C217,67,0,salaried,healthcare,retail,medium,low,1426,Hyderabad,17.385,78.4867,,,
C218,66,0,self_employed,real_estate,current,medium,high,2760,Mumbai,19.076,72.8777,,,
C219,45,0,salaried,retail,retail,high,medium,389,Mysuru,12.2958,76.6394,KYC_00018,,
C220,38,0,business_owner,education,savings,low,low,3169,Surat,21.1702,72.8311,,,
C221,36,0,government_employee,unknown,current,low,low,455,Delhi,28.6139,77.209,,,
C222,56,0,government_employee,education,business,medium,medium,1010,Patna,25.5941,85.1376,,,
C223,34,0,unemployed,unknown,business,medium,low,3020,Surat,21.1702,72.8311,,,
C224,55,0,freelancer,unknown,corporate,low,low,737,Chennai,13.0827,80.2707,,,
C225,43,0,business_owner,retail,retail,medium,high,2409,Kolkata,22.5726,88.3639,,,
C226,32,0,business_owner,education,corporate,medium,low,1159,Hyderabad,17.385,78.4867,,,
C227,52,0,business_owner,manufacturing,savings,high,medium,1969,Kolkata,22.5726,88.3639,,,
C228,28,0,unemployed,healthcare,corporate,medium,low,491,Kolkata,22.5726,88.3639,,,
C229,66,0,business_owner,education,retail,medium,low,2642,Bangalore,12.9716,77.5946,KYC_00045,,
C230,34,0,business_owner,unknown,business,medium,high,2132,Bangalore,12.9716,77.5946,,,
C231,57,0,government_employee,real_estate,retail,medium,low,3149,Bangalore,12.9716,77.5946,,,
C232,48,0,self_employed,construction,retail,high,high,3648,Coimbatore,11.0168,76.9558,,,
C233,64,0,salaried,technology,retail,low,high,3152,Mumbai,19.076,72.8777,,,
C234,57,0,unemployed,manufacturing,current,high,medium,2543,Kolkata,22.5726,88.3639,,,
C235,58,0,government_employee,hospitality,current,low,low,311,Delhi,28.6139,77.209,,,
C236,47,0,self_employed,technology,savings,high,medium,1605,Hyderabad,17.385,78.4867,,,
C237,42,0,business_owner,manufacturing,business,high,low,2762,Chennai,13.0827,80.2707,,,
C238,25,0,freelancer,finance,corporate,low,medium,2983,Hyderabad,17.385,78.4867,,,
C239,67,0,business_owner,retail,savings,low,high,3245,Chandigarh,30.7333,76.7794,,,
C240,48,0,self_employed,education,savings,medium,medium,3192,Chennai,13.0827,80.2707,,,
C241,50,1,business_owner,retail,savings,medium,medium,778,Hyderabad,17.385,78.4867,,,
C242,65,0,salaried,unknown,business,low,medium,476,Delhi,28.6139,77.209,,,
C243,43,0,self_employed,real_estate,corporate,medium,medium,2898,Kolkata,22.5726,88.3639,,,
C244,23,0,freelancer,technology,savings,medium,low,1248,Jaipur,26.9124,75.7873,,,
C245,54,0,salaried,manufacturing,current,medium,low,623,Jaipur,26.9124,75.7873,,,
C246,29,0,freelancer,education,savings,medium,medium,2318,Mysuru,12.2958,76.6394,,,EMAIL_00003
C247,57,0,self_employed,finance,retail,high,low,1824,Hyderabad,17.385,78.4867,KYC_00024,,
C248,54,0,freelancer,construction,savings,medium,medium,2701,Chennai,13.0827,80.2707,,,
C249,48,0,student,finance,current,high,high,2652,Ahmedabad,23.0225,72.5714,,,
C250,41,0,self_employed,technology,corporate,medium,medium,1333,Kolkata,22.5726,88.3639,,,
C251,44,0,salaried,finance,business,medium,medium,2400,Kolkata,22.5726,88.3639,,,
C252,30,0,student,education,corporate,high,medium,1305,Bangalore,12.9716,77.5946,,,
C253,65,0,unemployed,construction,retail,high,medium,938,Ahmedabad,23.0225,72.5714,,,
C254,34,0,business_owner,education,savings,low,medium,2933,Jaipur,26.9124,75.7873,,,
C255,45,0,retired,retail,savings,medium,low,760,Bangalore,12.9716,77.5946,,,
C256,25,0,business_owner,finance,retail,low,high,635,Delhi,28.6139,77.209,,,
C257,47,0,freelancer,finance,current,medium,low,456,Kolkata,22.5726,88.3639,KYC_00010,,
C258,65,0,unemployed,finance,retail,low,low,906,Kolkata,22.5726,88.3639,KYC_00050,,
C259,66,0,government_employee,technology,savings,medium,low,1691,Indore,22.7196,75.8577,,,
C260,49,0,business_owner,retail,business,high,low,2452,Bangalore,12.9716,77.5946,,,
C261,68,0,self_employed,technology,business,high,high,2301,Chennai,13.0827,80.2707,,,
C262,24,0,salaried,technology,retail,medium,medium,2668,Chennai,13.0827,80.2707,,,
C263,52,0,salaried,education,corporate,low,medium,2211,Mumbai,19.076,72.8777,,,
C264,59,0,salaried,manufacturing,savings,medium,medium,987,Mumbai,19.076,72.8777,,,
C265,41,0,freelancer,real_estate,retail,low,low,39,Coimbatore,11.0168,76.9558,,,
C266,45,0,self_employed,finance,retail,medium,high,1067,Chennai,13.0827,80.2707,,,
C267,28,0,student,manufacturing,savings,low,medium,2917,Pune,18.5204,73.8567,,,
C268,44,0,salaried,hospitality,retail,high,medium,2304,Delhi,28.6139,77.209,,,
C269,25,0,salaried,unknown,current,high,low,1926,Hyderabad,17.385,78.4867,,,
C270,63,0,salaried,finance,savings,low,medium,2840,Kolkata,22.5726,88.3639,,,
C271,35,0,unemployed,finance,corporate,medium,low,2493,Delhi,28.6139,77.209,,,
C272,34,0,salaried,retail,retail,medium,medium,1741,Delhi,28.6139,77.209,KYC_00026,,
C273,21,0,business_owner,hospitality,current,high,medium,212,Bangalore,12.9716,77.5946,,,
C274,22,0,salaried,construction,retail,medium,high,1083,Delhi,28.6139,77.209,,,
C275,62,0,unemployed,unknown,current,medium,medium,1005,Hyderabad,17.385,78.4867,,,
C276,39,0,business_owner,finance,corporate,low,medium,2234,Bangalore,12.9716,77.5946,,,
C277,31,0,salaried,healthcare,retail,low,medium,1763,Jaipur,26.9124,75.7873,,,
C278,69,0,self_employed,construction,current,low,medium,378,Surat,21.1702,72.8311,,,
C279,28,0,salaried,finance,current,medium,low,3534,Delhi,28.6139,77.209,,,
C280,25,0,student,education,retail,medium,medium,374,Delhi,28.6139,77.209,,,
C281,45,0,self_employed,construction,business,low,medium,3644,Delhi,28.6139,77.209,,,
C282,21,0,business_owner,unknown,current,medium,low,275,Kolkata,22.5726,88.3639,,,
C283,52,0,government_employee,technology,business,high,high,554,Chennai,13.0827,80.2707,,,
C284,28,0,business_owner,technology,corporate,medium,medium,504,Kolkata,22.5726,88.3639,,,
C285,22,0,salaried,unknown,retail,medium,high,212,Delhi,28.6139,77.209,,,
C286,65,0,unemployed,hospitality,retail,high,high,768,Kolkata,22.5726,88.3639,,,
C287,27,0,self_employed,finance,savings,medium,high,2808,Belgaum,15.8497,74.4977,,,
C288,44,0,student,finance,current,medium,medium,1195,Pune,18.5204,73.8567,,,
C289,68,0,government_employee,manufacturing,current,medium,high,258,Delhi,28.6139,77.209,,,
C290,68,0,student,construction,retail,medium,low,1569,Patna,25.5941,85.1376,KYC_00012,,
C291,50,0,freelancer,unknown,current,medium,high,1676,Kolkata,22.5726,88.3639,,PHONE_00011,
C292,62,0,salaried,unknown,corporate,high,high,2772,Chennai,13.0827,80.2707,,,
C293,66,0,unemployed,retail,retail,medium,medium,3029,Bangalore,12.9716,77.5946,,,
C294,53,0,student,retail,corporate,medium,medium,2091,Kolkata,22.5726,88.3639,KYC_00044,,
C295,31,0,government_employee,manufacturing,business,medium,medium,2146,Jaipur,26.9124,75.7873,,,
C296,35,0,retired,construction,corporate,high,low,1791,Indore,22.7196,75.8577,,,
C297,60,0,self_employed,technology,current,high,medium,994,Delhi,28.6139,77.209,,,
C298,67,0,student,manufacturing,retail,medium,low,999,Mumbai,19.076,72.8777,,,
C299,28,0,government_employee,manufacturing,current,medium,low,1363,Jaipur,26.9124,75.7873,,,
C300,63,0,freelancer,hospitality,retail,high,medium,281,Mumbai,19.076,72.8777,,,
C301,51,0,retired,construction,current,medium,low,593,Indore,22.7196,75.8577,,,
C302,34,0,retired,retail,retail,low,medium,634,Jaipur,26.9124,75.7873,,,
C303,60,0,unemployed,retail,savings,high,high,1880,Delhi,28.6139,77.209,,,
C304,23,0,salaried,retail,savings,high,medium,3637,Hyderabad,17.385,78.4867,,,
C305,29,0,business_owner,technology,retail,medium,medium,374,Chennai,13.0827,80.2707,,,EMAIL_00000
C306,55,0,business_owner,technology,retail,high,low,678,Kolkata,22.5726,88.3639,,,
C307,25,0,freelancer,construction,current,medium,low,1513,Mumbai,19.076,72.8777,,,
C308,59,0,business_owner,finance,savings,medium,low,2218,Chennai,13.0827,80.2707,,,
